Ticket_ID,Date_Created,Date_Closed,Agent_ID,Unit_ID,Priority,Resolution_Time_Hours,SLA_Status,Platform
T1237,2026-02-01 10:37:00,2026-02-01 11:46:00,A13,U03,Low,1.15,Within SLA,Non-Salesforce Native
T1238,2026-03-14 11:13:00,2026-03-14 11:57:24,A37,U02,Low,0.74,Within SLA,Salesforce Core
T1239,2026-04-02 16:02:00,2026-04-02 18:31:24,A25,U05,High,2.49,Within SLA,Non-Salesforce Native
T1240,2026-02-09 16:04:00,2026-02-09 16:51:24,A11,U01,Low,0.79,Within SLA,Salesforce Core
T1241,2026-03-20 13:07:00,2026-03-20 13:14:48,A05,U05,Low,0.13,Within SLA,Non-Salesforce Native
T1242,2026-03-01 12:12:00,2026-03-01 13:10:48,A17,U02,Low,0.98,Within SLA,Salesforce Core
T1243,2026-04-03 10:57:00,2026-04-03 12:39:00,A03,U03,Low,1.7,Within SLA,Non-Salesforce Native
T1244,2026-04-01 08:05:00,2026-04-01 09:41:36,A24,U04,High,1.61,Within SLA,Salesforce Flows
T1245,2026-04-07 16:12:00,2026-04-07 20:11:24,A43,U03,Low,3.99,Within SLA,Non-Salesforce Native
T1246,2026-04-10 13:59:00,2026-04-10 21:10:24,A07,U02,High,7.19,Out of SLA,Salesforce Core
T1247,2026-04-25 14:41:00,2026-04-25 16:43:24,A10,U05,High,2.04,Within SLA,Salesforce Flows
T1248,2026-01-31 09:35:00,2026-01-31 10:38:00,A02,U02,High,1.05,Within SLA,Salesforce Core
T1249,2026-03-07 08:40:00,2026-03-07 10:10:36,A17,U02,Low,1.51,Within SLA,Non-Salesforce Native
T1250,2026-03-29 10:47:00,2026-03-29 10:48:48,A06,U01,Low,0.03,Within SLA,Salesforce Core
T1251,2026-04-15 09:27:00,2026-04-15 11:46:48,A15,U05,High,2.33,Within SLA,Salesforce Flows
T1252,2026-01-20 11:49:00,2026-01-20 13:40:00,A04,U04,Low,1.85,Within SLA,Salesforce Flows
T1253,2026-01-22 08:09:00,2026-01-22 08:16:12,A01,U01,Low,0.12,Within SLA,Salesforce Core
T1254,2026-03-23 09:13:00,2026-03-23 12:52:00,A47,U02,Critical,3.65,Out of SLA,Non-Salesforce Native
T1255,2026-02-21 14:28:00,2026-02-21 15:10:00,A11,U01,High,0.7,Within SLA,Salesforce Core
T1256,2026-02-01 10:10:00,2026-02-01 10:38:48,A23,U03,Medium,0.48,Within SLA,Non-Salesforce Native
T1257,2026-01-29 11:16:00,2026-01-29 12:23:12,A35,U05,Medium,1.12,Within SLA,Salesforce Flows
T1258,2026-01-29 11:31:00,2026-01-29 15:14:12,A02,U02,High,3.72,Out of SLA,Non-Salesforce Native
T1259,2026-01-27 10:16:00,2026-01-27 12:14:12,A44,U04,Low,1.97,Within SLA,Salesforce Flows
T1260,2026-02-16 12:58:00,2026-02-16 13:50:48,A20,U05,Low,0.88,Within SLA,Salesforce Flows
T1261,2026-01-01 17:59:00,2026-01-01 18:20:36,A38,U03,Low,0.36,Within SLA,Non-Salesforce Native
T1262,2026-03-05 08:24:00,2026-03-05 11:24:00,A24,U04,Low,3.0,Within SLA,Salesforce Flows
T1263,2026-03-21 15:59:00,2026-03-21 16:07:24,A46,U01,Low,0.14,Within SLA,Salesforce Core
T1264,2026-01-08 09:51:00,2026-01-08 10:22:12,A07,U02,Medium,0.52,Within SLA,Non-Salesforce Native
T1265,2026-01-24 17:02:00,2026-01-24 17:02:00,A20,U05,High,0.0,Within SLA,Salesforce Flows
T1266,2026-03-12 08:43:00,2026-03-12 09:05:48,A20,U05,Medium,0.38,Within SLA,Non-Salesforce Native
T1267,2026-03-01 13:53:00,2026-03-02 04:26:00,A02,U02,High,14.55,Out of SLA,Salesforce Core
T1268,2026-03-22 15:20:00,2026-03-22 16:05:36,A18,U03,Medium,0.76,Within SLA,Non-Salesforce Native
T1269,2026-04-21 13:31:00,2026-04-21 16:28:00,A11,U01,Medium,2.95,Within SLA,Salesforce Core
T1270,2026-04-12 16:07:00,2026-04-12 16:17:12,A11,U01,Medium,0.17,Within SLA,Salesforce Core
T1271,2026-01-17 16:45:00,2026-01-17 18:11:24,A32,U02,Low,1.44,Within SLA,Non-Salesforce Native
T1272,2026-01-20 08:09:00,2026-01-20 08:15:36,A40,U05,Low,0.11,Within SLA,Non-Salesforce Native
T1273,2026-04-07 08:40:00,2026-04-07 11:16:36,A13,U03,Low,2.61,Within SLA,Non-Salesforce Native
T1274,2026-01-26 13:38:00,2026-01-26 17:43:24,A02,U02,Critical,4.09,Out of SLA,Non-Salesforce Native
T1275,2026-04-24 09:41:00,2026-04-24 11:12:12,A44,U04,Low,1.52,Within SLA,Salesforce Flows
T1276,2026-03-08 13:08:00,2026-03-08 14:33:12,A06,U01,Medium,1.42,Within SLA,Salesforce Core
T1277,2026-02-10 09:11:00,2026-02-10 10:39:12,A08,U03,High,1.47,Within SLA,Non-Salesforce Native
T1278,2026-03-25 14:10:00,2026-03-25 16:43:00,A20,U05,Medium,2.55,Within SLA,Non-Salesforce Native
T1279,2026-01-26 10:40:00,2026-01-26 10:45:24,A42,U02,Medium,0.09,Within SLA,Non-Salesforce Native
T1280,2026-03-28 16:44:00,2026-03-28 17:21:12,A19,U04,Critical,0.62,Within SLA,Salesforce Flows
T1281,2026-01-08 14:52:00,2026-01-08 14:53:48,A32,U02,Medium,0.03,Within SLA,Non-Salesforce Native
T1282,2026-03-24 13:36:00,2026-03-24 15:10:48,A32,U02,Medium,1.58,Within SLA,Salesforce Core
T1283,2026-03-15 10:34:00,2026-03-15 10:54:24,A29,U04,Medium,0.34,Within SLA,Salesforce Flows
T1284,2026-01-07 08:29:00,2026-01-07 10:31:24,A21,U01,Medium,2.04,Within SLA,Salesforce Core
T1285,2026-01-20 12:03:00,2026-01-20 18:38:24,A28,U03,Low,6.59,Within SLA,Non-Salesforce Native
T1286,2026-01-24 09:48:00,2026-01-24 11:44:24,A32,U02,Medium,1.94,Within SLA,Non-Salesforce Native
T1287,2026-04-10 09:14:00,2026-04-10 10:50:00,A34,U04,High,1.6,Within SLA,Salesforce Flows
T1288,2026-04-25 10:57:00,2026-04-25 12:27:00,A12,U02,Low,1.5,Within SLA,Non-Salesforce Native
T1289,2026-01-15 08:34:00,2026-01-15 12:10:00,A26,U01,Medium,3.6,Within SLA,Salesforce Core
T1290,2026-03-28 17:43:00,2026-03-28 18:01:00,A14,U04,Critical,0.3,Within SLA,Salesforce Flows
T1291,2026-03-10 13:44:00,2026-03-10 16:48:12,A41,U01,Low,3.07,Within SLA,Salesforce Core
T1292,2026-04-21 15:38:00,2026-04-21 15:54:12,A25,U05,Medium,0.27,Within SLA,Salesforce Flows
T1293,2026-03-30 16:27:00,2026-03-30 17:49:48,A02,U02,High,1.38,Within SLA,Salesforce Core
T1294,2026-02-09 15:35:00,2026-02-09 15:59:00,A45,U05,Low,0.4,Within SLA,Salesforce Flows
T1295,2026-03-08 13:13:00,2026-03-08 13:50:12,A16,U01,Medium,0.62,Within SLA,Salesforce Core
T1296,2026-04-04 16:00:00,2026-04-04 20:27:00,A05,U05,Low,4.45,Within SLA,Salesforce Flows
T1297,2026-02-26 13:19:00,2026-02-26 15:19:00,A28,U03,Low,2.0,Within SLA,Non-Salesforce Native
T1298,2026-04-11 12:48:00,2026-04-11 13:41:24,A49,U04,Medium,0.89,Within SLA,Salesforce Flows
T1299,2026-04-21 13:43:00,2026-04-21 13:55:00,A20,U05,Low,0.2,Within SLA,Non-Salesforce Native
T1300,2026-02-06 11:25:00,2026-02-06 11:47:48,A29,U04,Medium,0.38,Within SLA,Salesforce Flows
T1301,2026-04-11 12:58:00,2026-04-11 13:01:36,A05,U05,Low,0.06,Within SLA,Salesforce Flows
T1302,2026-04-16 11:52:00,2026-04-16 11:53:48,A50,U05,Critical,0.03,Within SLA,Salesforce Flows
T1303,2026-03-30 09:28:00,2026-03-30 10:33:24,A39,U04,Medium,1.09,Within SLA,Salesforce Flows
T1304,2026-02-19 14:43:00,2026-02-19 14:46:00,A38,U03,Low,0.05,Within SLA,Non-Salesforce Native
T1305,2026-02-14 11:15:00,2026-02-14 11:31:12,A50,U05,Low,0.27,Within SLA,Salesforce Flows
T1306,2026-03-26 08:54:00,2026-03-26 09:18:00,A08,U03,Low,0.4,Within SLA,Non-Salesforce Native
T1307,2026-04-21 13:46:00,2026-04-21 19:32:12,A34,U04,Medium,5.77,Within SLA,Salesforce Flows
T1308,2026-02-12 17:29:00,2026-02-12 20:32:00,A50,U05,Low,3.05,Within SLA,Non-Salesforce Native
T1309,2026-04-14 08:11:00,2026-04-14 16:57:48,A27,U02,High,8.78,Out of SLA,Non-Salesforce Native
T1310,2026-01-01 10:30:00,2026-01-01 12:09:00,A16,U01,High,1.65,Within SLA,Salesforce Core
T1311,2026-04-15 17:27:00,2026-04-15 18:47:24,A02,U02,Critical,1.34,Within SLA,Non-Salesforce Native
T1312,2026-02-02 16:24:00,2026-02-02 16:32:24,A48,U03,High,0.14,Within SLA,Non-Salesforce Native
T1313,2026-01-31 16:10:00,2026-01-31 18:20:12,A04,U04,Medium,2.17,Within SLA,Salesforce Flows
T1314,2026-01-04 13:18:00,2026-01-04 16:27:00,A06,U01,High,3.15,Within SLA,Salesforce Core
T1315,2026-01-23 10:44:00,2026-01-23 11:15:48,A11,U01,Low,0.53,Within SLA,Salesforce Core
T1316,2026-03-12 16:20:00,2026-03-12 17:05:36,A15,U05,Medium,0.76,Within SLA,Non-Salesforce Native
T1317,2026-01-21 10:59:00,2026-01-21 11:23:36,A29,U04,Medium,0.41,Within SLA,Salesforce Flows
T1318,2026-04-23 10:43:00,2026-04-23 12:06:24,A38,U03,Low,1.39,Within SLA,Non-Salesforce Native
T1319,2026-04-20 17:01:00,2026-04-20 18:11:12,A46,U01,Medium,1.17,Within SLA,Salesforce Core
T1320,2026-03-13 09:05:00,2026-03-13 09:42:48,A28,U03,Low,0.63,Within SLA,Non-Salesforce Native
T1321,2026-01-12 12:33:00,2026-01-12 13:41:24,A48,U03,Medium,1.14,Within SLA,Non-Salesforce Native
T1322,2026-01-15 14:05:00,2026-01-15 18:45:12,A46,U01,Medium,4.67,Out of SLA,Salesforce Core
T1323,2026-04-19 12:22:00,2026-04-19 13:55:36,A43,U03,Low,1.56,Within SLA,Non-Salesforce Native
T1324,2026-01-15 16:35:00,2026-01-15 16:54:48,A11,U01,Low,0.33,Within SLA,Salesforce Core
T1325,2026-01-13 13:18:00,2026-01-13 14:44:24,A34,U04,Low,1.44,Within SLA,Salesforce Flows
T1326,2026-04-27 11:45:00,2026-04-27 14:27:36,A27,U02,High,2.71,Out of SLA,Non-Salesforce Native
T1327,2026-01-16 17:35:00,2026-01-16 23:13:24,A30,U05,Medium,5.64,Within SLA,Salesforce Flows
T1328,2026-03-31 16:29:00,2026-03-31 19:25:24,A11,U01,Low,2.94,Within SLA,Salesforce Core
T1329,2026-02-08 14:55:00,2026-02-08 15:21:24,A49,U04,Medium,0.44,Within SLA,Salesforce Flows
T1330,2026-02-05 11:03:00,2026-02-05 11:12:36,A07,U02,High,0.16,Within SLA,Non-Salesforce Native
T1331,2026-04-16 14:21:00,2026-04-16 14:44:24,A21,U01,High,0.39,Within SLA,Salesforce Core
T1332,2026-01-09 17:23:00,2026-01-09 20:14:00,A42,U02,High,2.85,Out of SLA,Non-Salesforce Native
T1333,2026-04-01 12:03:00,2026-04-01 12:52:48,A50,U05,Medium,0.83,Within SLA,Non-Salesforce Native
T1334,2026-03-15 16:17:00,2026-03-15 17:11:00,A19,U04,Medium,0.9,Within SLA,Salesforce Flows
T1335,2026-04-24 12:46:00,2026-04-24 15:44:48,A49,U04,Medium,2.98,Within SLA,Salesforce Flows
T1336,2026-04-29 12:16:00,2026-04-29 12:39:24,A22,U02,Low,0.39,Within SLA,Salesforce Core
T1337,2026-03-12 17:08:00,2026-03-12 17:13:24,A14,U04,Medium,0.09,Within SLA,Salesforce Flows
T1338,2026-01-25 09:34:00,2026-01-25 10:26:48,A07,U02,Medium,0.88,Within SLA,Salesforce Core
T1339,2026-02-08 16:48:00,2026-02-08 17:00:36,A11,U01,Critical,0.21,Within SLA,Salesforce Core
T1340,2026-01-19 11:25:00,2026-01-19 11:53:48,A38,U03,Medium,0.48,Within SLA,Non-Salesforce Native
T1341,2026-04-20 11:39:00,2026-04-20 13:26:24,A37,U02,High,1.79,Within SLA,Salesforce Core
T1342,2026-04-07 13:40:00,2026-04-07 14:46:00,A39,U04,Low,1.1,Within SLA,Salesforce Flows
T1343,2026-01-02 12:43:00,2026-01-02 15:53:48,A27,U02,Medium,3.18,Out of SLA,Non-Salesforce Native
T1344,2026-02-19 10:53:00,2026-02-19 11:29:36,A44,U04,Low,0.61,Within SLA,Salesforce Flows
T1345,2026-03-11 09:22:00,2026-03-11 10:35:12,A44,U04,Medium,1.22,Within SLA,Salesforce Flows
T1346,2026-04-08 14:29:00,2026-04-08 14:37:24,A08,U03,Medium,0.14,Within SLA,Non-Salesforce Native
T1347,2026-03-10 16:54:00,2026-03-10 17:43:12,A16,U01,Medium,0.82,Within SLA,Salesforce Core
T1348,2026-02-24 08:15:00,2026-02-24 17:25:12,A12,U02,Critical,9.17,Out of SLA,Salesforce Core
T1349,2026-04-19 14:27:00,2026-04-19 18:22:48,A40,U05,Low,3.93,Within SLA,Non-Salesforce Native
T1350,2026-04-18 08:56:00,2026-04-18 09:23:00,A30,U05,Medium,0.45,Within SLA,Non-Salesforce Native
T1351,2026-03-13 14:31:00,2026-03-13 15:34:36,A33,U03,Medium,1.06,Within SLA,Non-Salesforce Native
T1352,2026-04-26 09:13:00,2026-04-26 09:40:36,A36,U01,Low,0.46,Within SLA,Salesforce Core
T1353,2026-03-07 16:20:00,2026-03-07 18:49:24,A02,U02,High,2.49,Out of SLA,Salesforce Core
T1354,2026-03-08 11:22:00,2026-03-08 12:27:24,A26,U01,Medium,1.09,Within SLA,Salesforce Core
T1355,2026-02-04 13:42:00,2026-02-04 14:26:24,A15,U05,Critical,0.74,Within SLA,Salesforce Flows
T1356,2026-01-12 08:41:00,2026-01-12 09:24:12,A38,U03,High,0.72,Within SLA,Non-Salesforce Native
T1357,2026-03-29 17:29:00,2026-03-29 19:49:24,A14,U04,High,2.34,Within SLA,Salesforce Flows
T1358,2026-02-21 16:14:00,2026-02-21 16:29:00,A21,U01,Low,0.25,Within SLA,Salesforce Core
T1359,2026-02-04 09:13:00,2026-02-04 11:48:24,A20,U05,Medium,2.59,Within SLA,Non-Salesforce Native
T1360,2026-01-25 13:32:00,2026-01-25 13:45:12,A36,U01,Medium,0.22,Within SLA,Salesforce Core
T1361,2026-03-21 13:45:00,2026-03-21 16:22:12,A03,U03,Critical,2.62,Within SLA,Non-Salesforce Native
T1362,2026-01-13 12:33:00,2026-01-13 13:36:36,A08,U03,Medium,1.06,Within SLA,Non-Salesforce Native
T1363,2026-03-20 11:44:00,2026-03-20 14:53:36,A12,U02,Critical,3.16,Out of SLA,Non-Salesforce Native
T1364,2026-01-31 11:17:00,2026-01-31 12:49:24,A29,U04,Low,1.54,Within SLA,Salesforce Flows
T1365,2026-04-03 09:59:00,2026-04-03 10:04:24,A23,U03,Low,0.09,Within SLA,Non-Salesforce Native
T1366,2026-03-24 09:09:00,2026-03-24 11:15:36,A25,U05,Low,2.11,Within SLA,Salesforce Flows
T1367,2026-01-31 15:14:00,2026-01-31 15:30:48,A09,U04,Medium,0.28,Within SLA,Salesforce Flows
T1368,2026-01-21 16:27:00,2026-01-21 18:13:12,A46,U01,Low,1.77,Within SLA,Salesforce Core
T1369,2026-04-07 11:03:00,2026-04-07 11:27:00,A39,U04,Low,0.4,Within SLA,Salesforce Flows
T1370,2026-02-21 11:35:00,2026-02-21 11:47:36,A38,U03,Medium,0.21,Within SLA,Non-Salesforce Native
T1371,2026-04-26 10:06:00,2026-04-26 10:23:24,A27,U02,Medium,0.29,Within SLA,Non-Salesforce Native
T1372,2026-03-27 12:54:00,2026-03-27 12:55:48,A02,U02,Low,0.03,Within SLA,Salesforce Core
T1373,2026-03-20 12:09:00,2026-03-20 13:18:00,A23,U03,Low,1.15,Within SLA,Non-Salesforce Native
T1374,2026-03-06 12:25:00,2026-03-06 14:50:48,A50,U05,Medium,2.43,Within SLA,Salesforce Flows
T1375,2026-02-14 11:16:00,2026-02-14 12:10:36,A35,U05,Low,0.91,Within SLA,Salesforce Flows
T1376,2026-02-21 14:52:00,2026-02-21 17:52:00,A26,U01,Low,3.0,Within SLA,Salesforce Core
T1377,2026-04-22 09:39:00,2026-04-22 12:35:24,A35,U05,Low,2.94,Within SLA,Non-Salesforce Native
T1378,2026-02-11 12:41:00,2026-02-11 12:50:36,A13,U03,Low,0.16,Within SLA,Non-Salesforce Native
T1379,2026-04-30 16:40:00,2026-04-30 16:47:12,A01,U01,High,0.12,Within SLA,Salesforce Core
T1380,2026-04-07 17:49:00,2026-04-07 18:50:48,A40,U05,Medium,1.03,Within SLA,Salesforce Flows
T1381,2026-01-08 13:07:00,2026-01-08 13:13:00,A49,U04,Medium,0.1,Within SLA,Salesforce Flows
T1382,2026-03-29 10:04:00,2026-03-29 14:03:24,A32,U02,Critical,3.99,Out of SLA,Salesforce Core
T1383,2026-03-18 15:56:00,2026-03-18 16:02:36,A23,U03,Medium,0.11,Within SLA,Non-Salesforce Native
T1384,2026-01-24 10:23:00,2026-01-24 12:06:12,A17,U02,Critical,1.72,Within SLA,Salesforce Core
T1385,2026-01-31 11:10:00,2026-01-31 11:28:36,A15,U05,High,0.31,Within SLA,Salesforce Flows
T1386,2026-04-17 17:04:00,2026-04-17 17:10:36,A05,U05,Medium,0.11,Within SLA,Non-Salesforce Native
T1387,2026-01-10 13:46:00,2026-01-10 14:17:48,A32,U02,Medium,0.53,Within SLA,Salesforce Core
T1388,2026-04-14 16:08:00,2026-04-14 16:19:24,A02,U02,Medium,0.19,Within SLA,Salesforce Core
T1389,2026-03-09 16:40:00,2026-03-09 20:03:24,A25,U05,Medium,3.39,Within SLA,Non-Salesforce Native
T1390,2026-01-10 12:35:00,2026-01-10 13:57:48,A12,U02,Medium,1.38,Within SLA,Non-Salesforce Native
T1391,2026-02-22 09:10:00,2026-02-22 10:32:12,A10,U05,Low,1.37,Within SLA,Non-Salesforce Native
T1392,2026-03-14 16:39:00,2026-03-14 18:04:12,A14,U04,Medium,1.42,Within SLA,Salesforce Flows
T1393,2026-01-22 11:29:00,2026-01-22 12:30:48,A20,U05,Low,1.03,Within SLA,Non-Salesforce Native
T1394,2026-04-23 15:20:00,2026-04-23 18:17:36,A35,U05,Medium,2.96,Within SLA,Non-Salesforce Native
T1395,2026-04-23 16:46:00,2026-04-23 17:08:12,A18,U03,Medium,0.37,Within SLA,Non-Salesforce Native
T1396,2026-01-08 15:45:00,2026-01-08 16:02:24,A07,U02,Low,0.29,Within SLA,Non-Salesforce Native
T1397,2026-03-27 13:42:00,2026-03-27 15:39:00,A25,U05,High,1.95,Within SLA,Salesforce Flows
T1398,2026-01-02 12:14:00,2026-01-02 14:42:12,A27,U02,Critical,2.47,Out of SLA,Salesforce Core
T1399,2026-03-29 13:42:00,2026-03-29 15:07:12,A37,U02,Medium,1.42,Within SLA,Non-Salesforce Native
T1400,2026-04-28 10:22:00,2026-04-28 11:39:24,A29,U04,Low,1.29,Within SLA,Salesforce Flows
T1401,2026-01-25 12:46:00,2026-01-25 12:46:36,A08,U03,Medium,0.01,Within SLA,Non-Salesforce Native
T1402,2026-01-01 12:02:00,2026-01-01 12:21:12,A01,U01,Low,0.32,Within SLA,Salesforce Core
T1403,2026-03-05 17:33:00,2026-03-05 19:34:48,A43,U03,Low,2.03,Within SLA,Non-Salesforce Native
T1404,2026-02-15 14:26:00,2026-02-15 16:44:00,A27,U02,Medium,2.3,Out of SLA,Non-Salesforce Native
T1405,2026-04-26 11:21:00,2026-04-26 17:36:36,A42,U02,High,6.26,Out of SLA,Non-Salesforce Native
T1406,2026-03-19 16:33:00,2026-03-19 19:19:12,A20,U05,Low,2.77,Within SLA,Salesforce Flows
T1407,2026-03-11 15:18:00,2026-03-11 16:11:24,A37,U02,Low,0.89,Within SLA,Salesforce Core
T1408,2026-01-20 17:23:00,2026-01-20 18:11:00,A35,U05,Low,0.8,Within SLA,Non-Salesforce Native
T1409,2026-04-14 14:20:00,2026-04-14 14:38:00,A10,U05,Medium,0.3,Within SLA,Non-Salesforce Native
T1410,2026-02-14 11:16:00,2026-02-14 13:11:48,A07,U02,Medium,1.93,Within SLA,Non-Salesforce Native
T1411,2026-04-11 17:54:00,2026-04-11 18:54:00,A04,U04,Low,1.0,Within SLA,Salesforce Flows
T1412,2026-01-30 09:18:00,2026-01-30 09:52:48,A31,U01,Low,0.58,Within SLA,Salesforce Core
T1413,2026-03-04 10:21:00,2026-03-04 12:39:00,A24,U04,Low,2.3,Within SLA,Salesforce Flows
T1414,2026-04-12 12:30:00,2026-04-12 13:22:12,A36,U01,Medium,0.87,Within SLA,Salesforce Core
T1415,2026-04-10 14:48:00,2026-04-10 15:10:12,A33,U03,Low,0.37,Within SLA,Non-Salesforce Native
T1416,2026-04-02 16:59:00,2026-04-02 18:30:12,A45,U05,Low,1.52,Within SLA,Non-Salesforce Native
T1417,2026-04-22 13:46:00,2026-04-22 15:47:12,A14,U04,Medium,2.02,Within SLA,Salesforce Flows
T1418,2026-03-31 12:56:00,2026-03-31 14:44:36,A10,U05,Low,1.81,Within SLA,Salesforce Flows
T1419,2026-04-04 13:44:00,2026-04-04 14:15:48,A06,U01,Medium,0.53,Within SLA,Salesforce Core
T1420,2026-04-27 10:41:00,2026-04-27 11:23:36,A35,U05,Medium,0.71,Within SLA,Salesforce Flows
T1421,2026-03-05 12:19:00,2026-03-05 16:28:36,A49,U04,Medium,4.16,Within SLA,Salesforce Flows
T1422,2026-04-10 13:25:00,2026-04-10 16:55:36,A04,U04,Low,3.51,Within SLA,Salesforce Flows
T1423,2026-02-04 08:23:00,2026-02-04 08:38:36,A36,U01,High,0.26,Within SLA,Salesforce Core
T1424,2026-03-01 16:30:00,2026-03-01 16:31:12,A20,U05,Medium,0.02,Within SLA,Non-Salesforce Native
T1425,2026-01-24 17:29:00,2026-01-24 17:57:48,A22,U02,Low,0.48,Within SLA,Salesforce Core
T1426,2026-01-14 15:09:00,2026-01-14 15:59:24,A16,U01,Low,0.84,Within SLA,Salesforce Core
T1427,2026-03-30 13:43:00,2026-03-30 13:46:00,A09,U04,Medium,0.05,Within SLA,Salesforce Flows
T1428,2026-03-25 09:57:00,2026-03-25 11:05:24,A43,U03,Low,1.14,Within SLA,Non-Salesforce Native
T1429,2026-02-02 14:05:00,2026-02-02 15:16:24,A15,U05,Low,1.19,Within SLA,Non-Salesforce Native
T1430,2026-03-29 14:20:00,2026-03-29 15:23:00,A42,U02,High,1.05,Within SLA,Non-Salesforce Native
T1431,2026-02-26 12:57:00,2026-02-26 14:32:24,A21,U01,Low,1.59,Within SLA,Salesforce Core
T1432,2026-03-31 12:23:00,2026-03-31 17:44:36,A49,U04,Medium,5.36,Within SLA,Salesforce Flows
T1433,2026-01-12 16:40:00,2026-01-12 17:02:48,A33,U03,Low,0.38,Within SLA,Non-Salesforce Native
T1434,2026-04-16 16:06:00,2026-04-16 22:00:36,A22,U02,Medium,5.91,Out of SLA,Salesforce Core
T1435,2026-03-02 09:27:00,2026-03-02 11:18:00,A43,U03,Low,1.85,Within SLA,Non-Salesforce Native
T1436,2026-01-17 09:05:00,2026-01-17 10:04:24,A46,U01,Medium,0.99,Within SLA,Salesforce Core
T1437,2026-03-26 12:01:00,2026-03-26 12:22:36,A22,U02,High,0.36,Within SLA,Non-Salesforce Native
T1438,2026-01-16 10:38:00,2026-01-16 11:42:48,A22,U02,Low,1.08,Within SLA,Salesforce Core
T1439,2026-03-01 17:34:00,2026-03-01 18:01:00,A49,U04,Low,0.45,Within SLA,Salesforce Flows
T1440,2026-01-20 17:03:00,2026-01-20 17:04:48,A46,U01,High,0.03,Within SLA,Salesforce Core
T1441,2026-04-14 12:14:00,2026-04-14 12:38:36,A22,U02,Low,0.41,Within SLA,Non-Salesforce Native
T1442,2026-04-15 15:57:00,2026-04-15 15:59:24,A28,U03,High,0.04,Within SLA,Non-Salesforce Native
T1443,2026-01-25 15:02:00,2026-01-25 15:46:24,A08,U03,Low,0.74,Within SLA,Non-Salesforce Native
T1444,2026-04-09 13:38:00,2026-04-09 14:21:12,A23,U03,High,0.72,Within SLA,Non-Salesforce Native
T1445,2026-01-19 12:50:00,2026-01-19 13:56:36,A11,U01,Low,1.11,Within SLA,Salesforce Core
T1446,2026-01-24 16:35:00,2026-01-24 18:07:24,A37,U02,Medium,1.54,Within SLA,Salesforce Core
T1447,2026-01-15 15:17:00,2026-01-15 17:38:36,A42,U02,Medium,2.36,Out of SLA,Non-Salesforce Native
T1448,2026-01-07 10:44:00,2026-01-07 11:00:48,A03,U03,High,0.28,Within SLA,Non-Salesforce Native
T1449,2026-04-12 08:27:00,2026-04-12 09:07:48,A01,U01,Low,0.68,Within SLA,Salesforce Core
T1450,2026-02-01 12:03:00,2026-02-01 14:58:12,A30,U05,Medium,2.92,Within SLA,Non-Salesforce Native
T1451,2026-01-09 14:15:00,2026-01-09 20:27:36,A01,U01,Medium,6.21,Out of SLA,Salesforce Core
T1452,2026-01-21 09:03:00,2026-01-21 09:53:24,A28,U03,High,0.84,Within SLA,Non-Salesforce Native
T1453,2026-04-29 12:24:00,2026-04-29 14:18:36,A03,U03,Medium,1.91,Within SLA,Non-Salesforce Native
T1454,2026-02-03 17:04:00,2026-02-03 17:35:48,A35,U05,Low,0.53,Within SLA,Salesforce Flows
T1455,2026-04-12 09:05:00,2026-04-12 15:43:24,A19,U04,High,6.64,Within SLA,Salesforce Flows
T1456,2026-03-07 16:20:00,2026-03-07 18:58:24,A24,U04,Medium,2.64,Within SLA,Salesforce Flows
T1457,2026-04-02 17:47:00,2026-04-02 17:55:24,A21,U01,Low,0.14,Within SLA,Salesforce Core
T1458,2026-02-02 12:34:00,2026-02-02 13:28:00,A34,U04,Low,0.9,Within SLA,Salesforce Flows
T1459,2026-02-27 16:22:00,2026-02-27 18:22:36,A48,U03,Medium,2.01,Within SLA,Non-Salesforce Native
T1460,2026-04-18 10:32:00,2026-04-18 11:07:24,A20,U05,Medium,0.59,Within SLA,Non-Salesforce Native
T1461,2026-02-09 15:27:00,2026-02-09 17:03:00,A47,U02,Low,1.6,Within SLA,Salesforce Core
T1462,2026-01-01 15:54:00,2026-01-01 16:31:12,A23,U03,Low,0.62,Within SLA,Non-Salesforce Native
T1463,2026-02-27 16:46:00,2026-02-27 16:52:36,A38,U03,Low,0.11,Within SLA,Non-Salesforce Native
T1464,2026-02-26 12:52:00,2026-02-26 16:22:36,A46,U01,High,3.51,Within SLA,Salesforce Core
T1465,2026-01-17 14:08:00,2026-01-17 14:35:00,A35,U05,Low,0.45,Within SLA,Salesforce Flows
T1466,2026-04-07 13:58:00,2026-04-07 14:42:24,A27,U02,Medium,0.74,Within SLA,Salesforce Core
T1467,2026-02-15 13:13:00,2026-02-15 13:25:36,A36,U01,Low,0.21,Within SLA,Salesforce Core
T1468,2026-01-19 11:48:00,2026-01-19 15:33:00,A25,U05,Medium,3.75,Within SLA,Non-Salesforce Native
T1469,2026-03-28 13:47:00,2026-03-28 16:24:12,A19,U04,Critical,2.62,Within SLA,Salesforce Flows
T1470,2026-01-19 16:27:00,2026-01-19 18:24:00,A20,U05,Critical,1.95,Within SLA,Non-Salesforce Native
T1471,2026-04-29 16:59:00,2026-04-29 17:09:48,A19,U04,High,0.18,Within SLA,Salesforce Flows
T1472,2026-02-07 12:35:00,2026-02-07 12:36:12,A40,U05,Low,0.02,Within SLA,Salesforce Flows
